resolved;question_uid;answers_count;answer_uid;date_time;time_difference;time_difference_rank;solution;len;len_rank;wordcount;wordcount_rank;avg_chars_per_word;avg_chars_per_word_rank;sentences;sentences_rank;avg_words_per_sentence;avg_words_per_sentence_rank;longest_sentence;longest_sentence_rank;views;views_rank;loglikelihood;loglikelihood_ascending_rank;loglikelihood_descending_rank;F-K;F-K_ascending_rank;F-K_descending_rank;upvotes;upvotes_rank;has_links;has_code_snippet;has_tags
True;;8;20.3;02/04/13 16:46;4500.0;3;False;186;5;27;7;6.89;2;3;4;9.00;4;16;5;555;3;0.01;3;6;518.92;4;5;0;3;False;True;False
True;;8;20.4;02/04/13 17:12;6060.0;4;False;156;6;28;5;5.57;4;2;8;14.00;8;16;6;550;4;0.01;4;7;43.827.000.000.000.000;3;6;0;4;False;False;False
False;;8;20.5;02/04/13 17:49;8280.0;5;False;270;4;49;3;5.51;5;5;2;9.80;1;17;3;545;5;0.02;6;2;708032;5;4;0;5;False;False;False
False;;8;20.6;02/04/13 17:54;8580.0;6;False;466;2;54;2;8.63;1;3;5;18.00;7;28;1;542;6;0.02;7;3;1230.43;7;2;0;6;True;False;False
False;;8;20.7;02/04/13 18:04;9180.0;7;False;136;7;28;6;4.86;7;3;6;9.33;3;14;7;540;7;0.01;5;8;2.830.487;2;7;0;7;False;False;False
True;;8;20.8;02/04/13 19:26;14100.0;8;True;510;1;87;1;5.86;3;9;1;9.67;2;17;4;534;8;0.04;8;1;13.333.813.000.000.000;8;1;0;8;False;False;False
False;21;8;21.1;13/02/13 12:28;960.0;1;False;463;8;80;8;5.79;4;4;6;20.00;5;34;7;2580;1;0.06;2;7;11.840.100.000.000.000;1;8;0;1;False;False;False
False;;8;21.2;13/02/13 12:45;1980.0;2;False;3695;1;308;1;12.00;8;2;8;154.00;8;298;1;2578;2;0.73;8;1;9083.27;8;1;0;2;True;True;False
False;;8;21.3;13/02/13 14:31;8340.0;3;False;1802;4;123;6;14.65;6;3;7;41.00;3;106;4;2562;3;0.45;6;3;5345.8;5;4;0;3;False;True;False
True;;8;21.4;14/02/13 15:31;98340.0;4;True;709;7;81;7;8.75;2;5;3;16.20;7;23;8;2546;4;0.05;1;8;17.843.280.000.000.000;2;7;0;4;False;False;False
False;;8;21.5;19/02/13 10:59;514020.0;5;False;3618;2;298;2;12.14;7;5;4;59.60;1;129;3;2470;5;0.58;7;2;7.134.854;7;2;0;5;False;False;False
False;;8;21.6;02/04/13 08:25;791220.0;7;False;2934;3;297;3;9.88;1;7;1;42.43;2;181;2;2147;6;0.41;5;4;65.263.577.000.000.000;6;3;0;6;True;True;False
False;;8;21.7;02/04/13 09:39;786780.0;6;False;757;5;140;4;5.41;5;5;5;28.00;4;41;5;2143;7;0.13;4;5;19.541.300.000.000.000;3;6;0;7;False;True;False
False;;8;21.8;03/04/13 02:46;1607640.0;8;False;752;6;126;5;5.97;3;7;2;18.00;6;41;6;2129;8;0.07;3;6;2127.23;4;5;0;8;False;True;False
False;22;15;22.1;05/03/13 16:33;3960.0;1;False;382;11;74;11;5.16;13;4;11;18.50;9;27;11;765;1;0.05;6;10;1.041.825;5;11;0;1;False;False;False
False;;15;22.2;06/03/13 10:02;2658900.0;2;False;1098;2;147;4;7.47;3;9;2;16.33;11;37;8;747;2;0.08;8;6;21.619.787;10;6;0;2;False;True;False
False;;15;22.3;06/03/13 12:04;2666220.0;3;False;1445;1;212;1;6.82;4;7;4;30.29;4;82;1;743;3;0.16;13;2;37.604.231;15;1;0;3;False;True;False
False;;15;22.4;06/03/13 12:26;2667540.0;4;False;311;13;56;13;5.55;8;4;12;14.00;13;23;13;742;4;0.02;3;13;8.512.700.000.000.000;4;12;0;4;False;False;False
False;;15;22.5;11/03/13 16:47;15902400.0;8;False;907;5;91;10;9.97;1;8;3;11.38;15;41;6;700;5;0.04;5;11;23.370.482;12;4;0;5;False;True;False
False;;15;22.6;11/03/13 17:36;15905340.0;9;False;817;6;136;5;6.01;5;6;7;22.67;7;38;7;699;6;0.16;14;3;21.998.513;11;5;0;6;False;True;False
False;;15;22.7;11/03/13 17:55;15906480.0;10;False;968;3;111;8;8.72;2;6;8;18.50;10;47;5;696;7;0.08;9;7;23.752.250.000.000.000;13;3;0;7;False;True;False
False;;15;22.8;12/03/13 09:27;18468000.0;11;False;793;7;150;3;5.29;11;5;9;30.00;5;53;2;667;8;0.18;15;1;21.555.099.999.999.900;9;7;0;8;False;False;False
False;;15;22.9;12/03/13 11:37;18475800.0;12;False;683;8;133;6;5.14;14;10;1;13.30;14;26;12;663;9;0.11;11;5;1.853.997;8;8;0;9;False;False;False
False;;15;22.10;12/03/13 14:34;18486420.0;13;False;592;9;109;9;5.43;10;5;10;21.80;8;48;4;443;10;0.08;10;8;1.703.912;7;9;0;10;False;False;False
False;;15;22.11;12/03/13 14:37;18486600.0;14;False;132;14;23;14;5.74;6;3;13;7.67;2;9;15;441;11;0.01;1;14;36.500.130.000.000.000;2;14;0;11;False;False;False
False;;15;22.12;12/03/13 15:01;18488040.0;15;False;910;4;165;2;5.52;9;7;5;23.57;6;52;3;437;12;0.13;12;4;24.952.023.000.000.000;14;2;0;12;False;False;False
False;;15;22.13;03/04/13 13:21;5191560.0;7;False;582;10;112;7;5.20;12;7;6;16.00;12;32;10;321;13;0.07;7;9;15.364.500.000.000.000;6;10;0;13;False;False;False
False;;15;22.14;03/04/13 13:29;5191080.0;6;False;100;15;18;15;5.56;7;2;14;9.00;1;16;14;318;14;0.01;2;15;294.72;1;15;0;14;False;False;False
False;;15;22.15;03/04/13 13:32;5190900.0;5;False;319;12;66;12;4.83;15;2;15;33.00;3;37;9;316;15;0.03;4;12;811.48;3;13;0;15;False;False;False
True;23;2;23.1;04/04/13 09:40;8160.0;1;True;123;2;25;2;4.92;2;2;2;12.50;2;14;2;351;1;0.01;1;2;36.688.500.000.000.000;1;2;0;1;False;False;False
False;;2;23.2;04/04/13 11:25;14460.0;2;False;301;1;59;1;5.10;1;3;1;19.67;1;22;1;349;2;0.03;2;1;8.180.812.999.999.990;2;1;0;2;False;True;False
True;24;2;24.1;04/04/13 14:23;5280.0;1;True;368;1;65;1;5.66;2;3;1;21.67;1;29;1;268;1;0.04;2;1;10.548.613;2;1;0;1;False;False;False
False;;2;24.2;04/04/13 14:29;5640.0;2;False;233;2;38;2;6.13;1;3;2;12.67;2;27;2;266;2;0.02;1;2;6.619.513;1;2;0;2;False;False;False
False;25;6;25.1;26/03/13 13:27;32700.0;1;False;772;3;103;3;7.50;2;7;2;14.71;6;27;5;670;1;0.05;4;3;21.967.468.999.999.900;4;3;0;1;True;False;False
False;;6;25.2;31/03/13 04:03;430860.0;2;False;486;5;62;5;7.84;1;3;5;20.67;2;37;3;654;2;0.03;1;4;10.662.713;2;5;0;2;True;True;False
False;;6;25.3;31/03/13 04:12;431400.0;3;False;311;6;57;6;5.46;5;3;6;19.00;3;48;2;652;3;0.03;2;5;829.62;1;6;0;3;False;False;False
False;;6;25.4;01/04/13 12:12;6970200.0;6;False;921;2;157;1;5.87;3;10;1;15.70;4;31;4;635;4;0.18;6;1;2.350.533;5;2;0;4;False;False;False
True;;6;25.5;01/04/13 23:37;6929100.0;5;False;1855;1;154;2;12.05;6;5;4;30.80;1;120;1;628;5;0.10;5;2;39.730.220.000.000.000;6;1;0;5;True;True;False
True;;6;25.6;04/04/13 15:36;818040.0;4;False;501;4;89;4;5.63;4;6;3;14.83;5;24;6;596;6;0.03;3;6;12.173.937;3;4;0;6;False;False;False
False;26;2;26.1;05/04/13 13:36;2575440.0;1;False;486;1;83;1;5.86;1;5;1;16.60;2;22;2;198;1;0.05;1;2;1.524.884;2;1;0;1;False;False;False
False;;2;26.2;05/04/13 15:57;2583900.0;2;False;435;2;82;2;5.30;2;4;2;20.50;1;32;1;196;2;0.07;2;1;1.349.405;1;2;0;2;False;False;False
False;27;2;27.1;05/04/13 13:20;7684320.0;1;False;225;2;40;2;5.62;1;2;1;20.00;2;20;2;325;1;0.02;1;2;511.41;1;2;0;1;False;True;False
True;;2;27.2;08/04/13 08:28;15615600.0;2;True;1192;1;98;1;12.16;2;2;2;49.00;1;92;1;322;2;0.08;2;1;26.821.200.000.000.000;2;1;0;2;False;True;False
False;28;3;28.1;28/11/12 12:53;831960.0;1;False;405;1;68;1;5.96;2;5;1;13.60;3;17;2;557;1;0.03;3;1;11.343.140.000.000.000;3;1;0;1;False;False;False
False;;3;28.2;05/04/13 14:48;14403660.0;2;False;85;3;17;3;5.00;3;3;2;5.67;1;6;3;370;2;0.00;1;3;1.872.213;1;3;0;2;False;False;False
False;;3;28.3;08/04/13 10:06;22335540.0;3;False;171;2;27;2;6.33;1;1;3;27.00;2;27;1;365;3;0.01;2;2;5.023.400.000.000.000;2;2;0;3;False;False;False
False;29;3;29.1;20/02/13 12:23;107280.0;1;False;337;1;59;1;5.71;2;4;2;14.75;1;24;1;482;1;0.03;2;2;8.987.625;3;1;0;1;False;False;False
False;;3;29.2;21/02/13 07:37;176520.0;2;False;319;2;59;2;5.41;3;5;1;11.80;3;22;2;477;2;0.05;3;1;862212;2;2;0;2;False;False;False
True;;3;29.3;08/04/13 16:33;14378280.0;3;False;84;3;14;3;6.00;1;1;3;14.00;2;14;3;306;3;0.00;1;3;296.67;1;3;0;3;False;False;False
True;30;1;30.1;26/02/13 13:14;13200.0;1;False;586;1;104;1;5.63;1;6;1;17.33;1;30;1;392;1;0.07;1;1;16.195.687.000.000.000;1;1;0;1;False;False;False
False;31;6;31.1;02/12/12 11:29;25244460.0;6;False;367;3;48;4;7.65;3;4;3;12.00;5;19;4;1474;1;0.01;2;4;968.49;4;3;0;2;True;False;False
False;;6;31.2;07/12/12 15:12;12184680.0;5;False;268;4;50;3;5.36;6;3;4;16.67;4;28;3;1431;2;0.02;4;3;7.933.113.000.000.000;3;4;0;3;False;True;False
False;;6;31.3;07/12/12 15:25;12183900.0;4;False;113;5;21;5;5.38;5;2;5;10.50;6;19;5;1427;3;0.01;3;5;2.599.050.000.000.000;2;5;0;4;False;False;False
False;;6;31.4;07/12/12 15:40;12183000.0;3;False;928;2;115;2;8.07;1;6;2;19.17;3;35;2;1425;4;0.10;6;1;24.226.863;5;2;0;5;True;True;False
False;;6;31.5;10/12/12 15:15;4235700.0;2;False;1177;1;146;1;8.06;2;7;1;20.86;2;36;1;1400;5;0.09;5;2;32.375.454;6;1;1;1;True;True;False
False;;6;31.6;24/12/12 07:47;2044620.0;1;False;78;6;14;6;5.57;4;2;6;7.00;1;12;6;1360;6;0.00;1;6;187.74;1;6;0;6;False;False;False
True;33;2;33.1;26/12/12 14:10;6060.0;1;True;424;1;74;1;5.73;2;4;1;18.50;2;28;1;557;1;0.05;2;1;1.159.825;2;1;0;1;False;False;False
False;;2;33.2;27/12/12 06:48;65940.0;2;False;29;2;5;2;5.80;1;1;2;5.00;1;5;2;555;2;0.00;1;2;5.716.000.000.000.000;1;2;0;2;False;False;False
False;34;1;34.1;02/01/13 13:12;2787240.0;1;False;1105;1;200;1;5.53;1;8;1;25.00;1;42;1;620;1;0.29;1;1;3156.56;1;1;0;1;False;False;True
False;35;4;35.1;26/12/12 23:07;35880.0;1;False;68;3;13;3;5.23;3;2;2;6.50;2;12;1;835;1;0.00;1;2;175745;2;3;0;1;False;False;False
False;;4;35.2;03/01/13 11:58;5611740.0;2;False;27;4;5;4;5.40;2;2;3;2.50;4;4;4;812;2;0.00;2;3;44.385.000.000.000.000;1;4;0;2;False;False;False
False;;4;35.3;03/01/13 12:04;5612100.0;3;False;131;1;26;1;5.04;4;4;1;6.50;3;9;3;809;3;0.01;4;1;3.173.450.000.000.000;4;1;0;3;False;False;False
False;;4;35.4;03/01/13 12:11;5612520.0;4;False;87;2;16;2;5.44;1;2;4;8.00;1;11;2;808;4;0.00;3;4;18.813.000.000.000.000;3;2;0;4;False;False;False
True;36;2;36.1;08/01/13 13:11;6180.0;1;True;168;2;25;2;6.72;1;2;2;12.50;1;17;2;440;1;0.01;1;2;461285;1;2;0;1;False;False;False
False;;2;36.2;08/01/13 16:05;16620.0;2;False;228;1;41;1;5.56;2;4;1;10.25;2;26;1;430;2;0.02;2;1;6.020.074.999.999.990;2;1;0;2;False;False;False
True;37;2;37.1;14/01/13 15:13;13080.0;1;True;721;1;117;1;6.16;1;7;1;16.71;2;38;1;1205;1;0.07;2;1;20.087.269.000.000.000;2;1;0;1;False;True;True
False;;2;37.2;14/01/13 15:21;13560.0;2;False;13;2;3;2;4.33;2;1;2;3.00;1;3;2;1202;2;0.00;1;2;20.980.000.000.000.000;1;2;0;2;False;False;True
True;38;1;38.1;18/01/13 11:22;262980.0;1;True;531;1;72;1;7.38;1;3;1;24.00;1;31;1;590;1;0.04;1;1;1279.97;1;1;0;1;True;True;False
False;39;3;39.1;23/01/13 10:22;66240.0;1;False;450;2;67;3;6.72;1;6;1;11.17;3;17;3;492;1;0.04;2;2;12.277.663;2;2;0;1;True;False;False
False;;3;39.2;23/01/13 13:47;78540.0;2;False;655;1;116;1;5.65;3;6;2;19.33;1;43;1;489;2;0.10;3;1;18.445.487.000.000.000;3;1;0;2;False;False;False
False;;3;39.3;24/01/13 13:23;163500.0;3;False;429;3;68;2;6.31;2;4;3;17.00;2;24;2;482;3;0.02;1;3;12.182.400.000.000.000;1;3;0;3;False;True;False
True;40;4;40.1;24/01/13 13:44;2760.0;1;True;687;2;98;2;7.01;2;7;2;14.00;3;23;2;593;1;0.07;3;2;18.660.700.000.000.000;3;2;0;1;False;False;False
False;;4;40.2;24/01/13 14:08;4200.0;2;False;2108;1;237;1;8.89;1;8;1;29.62;2;78;1;592;2;0.27;4;1;50.109.618;4;1;0;2;False;True;False
False;;4;40.3;24/01/13 14:19;4860.0;3;False;351;3;69;3;5.09;4;7;3;9.86;1;23;3;587;3;0.03;2;3;8.968.554;2;3;0;3;False;False;False
False;;4;40.4;24/01/13 14:26;5280.0;4;False;60;4;11;4;5.45;3;1;4;11.00;4;11;4;583;4;0.00;1;4;118.5;1;4;0;4;False;False;False
True;41;3;41.1;24/01/13 17:11;12180.0;1;True;420;1;57;1;7.37;1;2;3;28.50;2;34;1;671;1;0.04;3;1;10.103.249.999.999.900;3;1;0;1;True;False;True
False;;3;41.2;25/01/13 08:20;66720.0;2;False;107;3;19;3;5.63;3;3;2;6.33;1;12;3;661;2;0.01;1;3;18.747.870.000.000.000;1;3;0;2;False;False;True
False;;3;41.3;25/01/13 09:26;70680.0;3;False;290;2;44;2;6.59;2;4;1;11.00;3;16;2;658;3;0.02;2;2;7.556.999.999.999.990;2;2;0;3;True;False;True
False;42;4;42.1;17/01/13 11:13;12300.0;1;False;256;3;46;3;5.57;2;2;3;23.00;3;24;3;790;1;0.03;2;3;7.131.800.000.000.000;2;3;0;1;False;False;False
False;;4;42.2;21/01/13 14:01;367980.0;2;False;913;1;143;1;6.38;1;5;1;28.60;2;46;1;772;2;0.12;4;1;2.355.564;4;1;0;2;True;False;False
